244,Chittenden County Trp Auth,CCTA,Burlington,VT,US,2700649,0,,2700649,44.4758825,-73.212072,244,3
245,Saint John Transit,,Saint John ,NB,CA,2700000,0,,2700000,45.2733153,-66.0633081,245,3
246,Maui Public Bus System,,Wailuku,HI,US,2700000,0,,2700000,20.8911111,-156.5047222,246,3
247,Shuttle-UM,,College Park,MD,US,2600000,0,,2600000,38.9896967,-76.93776,247,3
248,Nanaimo Regional Transit System,,Nanaimo ,BC,CA,2600000,0,,2600000,49.1658836,-123.9400647,248,3
249,Mountain Metropolitan Transit,,Colorado Springs,CO,US,2588001,0,,2588001,38.8338816,-104.8213634,249,3
250,Glendale Beeline Transit System,,Glendale,CA,US,2543532,0,,2543532,34.1425078,-118.255075,250,3
251,Arlington County DPW,ART,Arlington,VA,US,2537338,0,,2537338,32.735687,-97.1080656,251,3
252,Codiac Transpo,,Moncton ,NB,CA,2530143,0,,2530143,46.0878165,-64.7782313,252,3
253,Minnesota Valley TA,MVTA,Burnsville,MN,US,2527600,0,,2527600,44.7677424,-93.2777226,253,3
254,Stark Area Reg Transit Auth,SARTA,Canton,OH,US,2518906,0,,2518906,40.7989473,-81.378447,254,3
255,Harrisonburg Transit,,Harrisonburg,VA,US,2509848,0,,2509848,38.4495688,-78.8689155,255,3
256,Madison County TD,MCT,Granite City,IL,US,2490035,0,,2490035,38.7014389,-90.1487199,256,3
257,North Carolina State University Transportation Department,NCSU,Raliegh,NC,US,2432667,0,,2432667,35.7795897,-78.6381787,257,3
258,Eastern Contra Costa Tr Auth,ECCTA,Antioch,CA,US,2431768,0,,2431768,38.0049214,-121.805789,258,3
259,Northeast Transportation Company. Inc. (for Connecticut DOT - Waterbury),,Waterbury,CT,US,2425629,0,,2425629,41.5581525,-73.0514965,259,3
260,Greater Roanoke Transit Authority,,Roanoke,VA,US,2391001,0,,2391001,37.2709704,-79.9414266,260,3
261,Detroit Transportation Corporation (Detroit People Mover),,Detroit,MI,US,0,2388280,,2388280,42.331427,-83.0457538,261,3
262,Broome County Department of Public Transportation,,Vestal,NY,US,2371615,0,,2371615,42.084444,-76.053333,262,3
263,Broward County Community Bus Service,BCT,Pompano Beach,FL,US,2370943,0,,2370943,26.2378597,-80.1247667,263,3
264,Crescent City Connection Division (LA DOT),,New Orleans,LA,US,0,2352167,,2352167,29.9510658,-90.0715323,264,3
265,West Virginia - Morgantown Personal Rapid Transit,,Morgantown,WV,US,0,2337261,,2337261,39.629526,-79.9558968,265,3
266,Charlottesville Area Transit,CAT,Charlottesville,VA,US,2312126,0,,2312126,38.0293059,-78.4766781,266,3
267,Burlington Transit,BT,Burlington ,ON,CA,2300000,0,,2300000,44.4758825,-73.212072,267,3
268,Strathcona County Transit,,Sherwood Park ,AB,CA,2300000,0,,2300000,53.5412083,-113.2957365,268,3
269,Everett Transit System,,Everett,WA,US,2285985,0,,2285985,47.9789848,-122.2020794,269,3
270,Transfort,,Fort Collins,CO,US,2269222,0,,2269222,40.5852602,-105.084423,270,3
271,South Bend Public Transp,,South Bend,IN,US,2250083,0,,2250083,41.6763545,-86.2519898,271,3
272,Saint Cloud Metro Transit Comm,MTC,Saint Cloud,MN,US,2245852,0,,2245852,45.5579451,-94.1632404,272,3
273,Merrimack Valley Regional Transit Authority,MVRTA,Haverhill,MA,US,2201435,0,,2201435,42.7762015,-71.0772796,273,3
274,Trinity Railway Express,,Dallas-Ft. Worth,TX,US,0,2182200,,2182200,32.761422,-96.8580128,274,3
275,Greater Lynchburg Transit Co,GLCT,Lynchburg,VA,US,2156120,0,,2156120,37.4137536,-79.1422464,275,3
276,Norwalk Transit System,,Norwalk,CA,US,2126885,0,,2126885,33.9022367,-118.081733,276,3
277,City of Vallejo Transportation Program,SOLTRANS,Vallejo,CA,US,1442229,668770,,2110999,38.1040864,-122.2566367,277,3
278,Cache Valley Transit District,CVTD,Logan,UT,US,2101697,0,,2101697,41.7369803,-111.8338359,278,3
279,Space Coast Area Transit,SCAT,Cocoa,FL,US,2061751,0,,2061751,28.3861159,-80.7419984,279,3
280,Fort Wayne Public Trp Corp,,Fort Wayne,IN,US,2061576,0,,2061576,41.079273,-85.1393513,280,3
281,Jefferson Parish Department of Transit Administration,,Gretna,LA,US,2043774,0,,2043774,29.9146493,-90.0539603,281,3
282,Columbia Transit,CT,Columbia,MO,US,2042716,0,,2042716,38.9517053,-92.3340724,282,3
283,Metropolitan Evansville Transit System,METS,Evansville,IN,US,2041247,0,,2041247,37.9715592,-87.5710898,283,3
284,Bloomington-Normal Public Transportation Corporation,B-NPTS,Normal,IL,US,2033698,0,,2033698,40.5142026,-88.9906312,284,3
285,Norwalk Transit District,,Norwalk,CT,US,2007683,0,,2007683,33.9022367,-118.081733,285,3
286,Gwinnett County Board of Commissioners,GCT,Lawrenceville,GA,US,2007139,0,,2007139,33.9562149,-83.9879625,286,3
287,StarTran,,Lincoln,NE,US,2006111,0,,2006111,40.809722,-96.675278,287,3
288,University of Arkansas. Fayetteville (Razorback Transit),,Fayetteville. AR,AR,US,1989087,0,,1989087,36.0625795,-94.1574263,288,3
289,Decamp Bus Lines,,Montclair,NJ,US,1977041,0,,1977041,40.8259007,-74.2090053,289,3
290,Iowa City Transit,ICT,Iowa City,IA,US,1965419,0,,1965419,41.6611277,-91.5301683,290,3
291,Go West Transit,,Macomb,IL,US,1964642,0,,1964642,40.4592076,-90.6717971,291,3
292,Muncie Public Transp Corp/Muncie IN Transit System,MITS,Muncie,IN,US,1942120,0,,1942120,40.1933767,-85.3863599,292,3
293,Wichita Transit,WTS,Wichita,KS,US,1934025,0,,1934025,37.688889,-97.336111,293,3
294,Red Rose Transit Authority,RRTA,Lancaster,PA,US,1924770,0,,1924770,40.0378755,-76.3055144,294,3
295,Southeastern Regional Transit Authority,SRTA,New Bedford,MA,US,1900848,0,,1900848,41.6362152,-70.934205,295,3
296,Puerto Rico Maritime Transport Authority,PRMTA,Puerto Real,PR,US,0,1900073,,1900073,18.07496,-67.1871242,296,3
297,City of Seattle - Seattle Center Monorail,,Seattle,WA,US,0,1896161,,1896161,47.6062095,-122.3320708,297,3
298,Parking & Transit Department,KS,Lawrence,KS,US,1881000,0,,1881000,38.9716689,-95.2352501,298,3
299,Park City Transit,,Park City,UT,US,1878000,0,,1878000,40.6460622,-111.4979729,299,3
300,Springfield Mass Transit District,SMTD,Springfield,IL,US,1870034,0,,1870034,42.1014831,-72.589811,300,3
301,Western Reserve Transit Authority,WRTA,Youngstown,OH,US,1811765,0,,1811765,41.0997803,-80.6495194,301,3
302,City of Brownsville - Brownsville Urban System,BUS,Brownsville,TX,US,1803302,0,,1803302,25.9017472,-97.4974838,302,3
303,Georgia Regional Transportation Authority,GRTA,Atlanta,GA,US,1802443,0,,1802443,33.7489954,-84.3879824,303,3
304,Athens Transit System-The Bus ,,Athens,GA,US,1789737,0,,1789737,33.95,-83.383333,304,3
305,Visalia City Coach,,Visalia,CA,US,1779675,0,,1779675,36.3302284,-119.2920585,305,3
306,Rockford Mass Transit Dist,RMTD,Rockford,IL,US,1777969,0,,1777969,42.2711311,-89.0939952,306,3
307,Victor Valley Transit Authority,VVTA,Hesperia,CA,US,1767178,0,,1767178,34.4263886,-117.3008784,307,3
308,Manatee County Area Transit,MCAT,Bradenton,FL,US,1767086,0,,1767086,27.4989278,-82.5748194,308,3
309,Livermore/Amador Valley TA,LAVTA,Livermore,CA,US,1751211,0,,1751211,37.6818745,-121.7680088,309,3
310,Northern Arizona Intergovernmental Public Transportation Authority,NAIPA,Flagstaff,AZ,US,1745684,0,,1745684,35.1982836,-111.651302,310,3
311,City of Rochester Public Transportation,,Rochester,MN,US,1739071,0,,1739071,43.16103,-77.6109219,311,3
312,York County Transportation Authority,,York,PA,US,1727800,0,,1727800,53.9599651,-1.0872979,312,3
313,Capital Corridor Joint Power Authority,,Oakland,CA,US,0,1715900,,1715900,37.8043637,-122.2711137,313,3
314,BillyBey Ferry Company,,New York,NY,US,0,1707569,,1707569,40.7127837,-74.0059413,314,3
315,Luzerne County Transportation Authority,LCTA,Kingston,PA,US,1696582,0,,1696582,44.2311717,-76.4859544,315,3
316,Yolo County Transportation District,,Woodland,CA,US,1658258,0,,1658258,38.6785157,-121.7732971,316,3
317,Fayetteville Area System of Transit,FAST,Fayetteville,NC,US,1646179,0,,1646179,35.0526641,-78.8783585,317,3
318,Department of Transportation and Public Works,,San Juan ,PR,US,1644600,0,,1644600,18.4663338,-66.1057217,318,3
319,Lakeland Bus Lines,,Dover,NJ,US,1613368,0,,1613368,51.1278758,1.3134027,319,3
320,Fargo Metro Area Transit Sys,MATBUS,Fargo,ND,US,1604693,0,,1604693,46.8771863,-96.7898034,320,3
321,City Utilities of Springfield,,Springfield,MO,US,1598366,0,,1598366,37.2089572,-93.2922989,321,3
322,Triangle Transit Authority,,Research Triangle Park,NC,US,1578598,0,,1578598,35.8991678,-78.8636402,322,3
323,Central Midlands Regional Transit Authority,CMRTA,Columbia,SC,US,1568790,0,,1568790,34.0007104,-81.0348144,323,3
324,County of Lackawanna Transit System,COLTS,Scranton,PA,US,1560610,0,,1560610,41.408969,-75.6624122,324,3
325,AppalCART ,,Boone,NC,US,1540162,0,,1540162,36.216795,-81.6745517,325,3
326,Yakima Transit,,Yakima,WA,US,1538794,0,,1538794,46.6020711,-120.5058987,326,3
327,Cape Fear Public Transportation,,Wilmington,NC,US,1530520,0,,1530520,34.2257255,-77.9447102,327,3
328,Kenosha Transit,KT,Kenosha,WI,US,1487238,40128,,1527366,42.5847425,-87.8211854,328,3
329,Asheville Redefines Transit,ART,Asheville,NC,US,1524273,0,,1524273,35.5950581,-82.5514869,329,3
330,Green Bay Metro Transit ,,Green Bay,WI,US,1523839,0,,1523839,44.519159,-88.019826,330,3
331,Valley Regional Transit,VRT,Boise City,ID,US,1496918,0,,1496918,43.6187102,-116.2146068,331,3
332,Escambia County Area Transit,ECAT,Pensacola,FL,US,1473412,0,,1473412,30.421309,-87.2169149,332,3
333,Charm City Circular,,Baltimore,MD,US,1468387,0,,1468387,39.2903848,-76.6121893,333,3
334,Lafayette Transit System,LTS,Layfayette,LA,US,1466485,0,,1466485,30.2240897,-92.0198427,334,3
335,Solano County Transit,SOLTRANS,Vallejo,CA,US,1442229,0,,1442229,38.1040864,-122.2566367,335,3
336,Brazos Transit District,BTD,Bryan,TX,US,1418188,0,,1418188,30.6743643,-96.3699632,336,3
337,Belle Urban System - Racine,,Racine,Wi,US,1417089,0,,1417089,42.7261309,-87.7828523,337,3
338,Portage Area RTA,PARTA,Kent,OH,US,1412486,0,,1412486,41.1536674,-81.3578859,338,3
339,Williamsport Burea of Transportation. River Valley Trp Services,RVT,Williamsport,PA,US,1406478,0,,1406478,41.2411897,-77.0010786,339,3
340,Lowell Regional Transit Authority,LRTA,Lowell,MA,US,1398381,0,,1398381,42.6334247,-71.3161718,340,3
341,Sonoma County Transit,,Santa Rosa,CA,US,1372442,0,,1372442,38.440429,-122.7140548,341,3
342,Decatur Public Transit System,DPTS,Decatur,IL,US,1345192,0,,1345192,33.7748275,-84.2963123,342,3
343,Loudoun County Commuter Bus,,Leesburg,VA,US,1316448,0,,1316448,39.1156615,-77.5636015,343,3
344,Rogue Valley Transportation District,RVTD,Medford,OR,US,1315940,0,,1315940,42.3265152,-122.8755949,344,3
345,Cambria County Transit Authority,CAMTRAN,Johnstown,PA,US,1213808,94934,,1308742,40.3267407,-78.9219698,345,3
346,Butte County Association of Governments,BCAG,Chico,CA,US,1306431,0,,1306431,39.7284944,-121.8374777,346,3
347,Centro of Oneida,,Utica,NY,US,1277902,0,,1277902,43.100903,-75.232664,347,3
348,Mountain Line Transit Authority / Monongalia County Urban Mass Transit,,Morgantown,WV,US,1273800,0,,1273800,39.629526,-79.9558968,348,3
349,Southeast Area Transit,SEAT,Preston,CT,US,1269556,0,,1269556,41.5224785,-72.0112598,349,3
350,Waukesha Metro Transit,,Waukesha,WI,US,1250207,0,,1250207,43.0116784,-88.2314813,350,3
351,Western Contra Costa Transit Authority,WestCAT,Pinole,CA,US,1246445,0,,1246445,38.0043667,-122.2988587,351,3
352,Davenport Public Transit,,Davenport,IA,US,1137545,0,,1137545,41.5236437,-90.5776367,352,3
353,Trans-Bridge Lines. Inc.,,Bethlehem,PA,US,1237309,0,,1237309,40.6259316,-75.3704579,353,3
354,LaCrosse Municipal Transit Utility,MTU,LaCrosse,WI,US,1223180,0,,1223180,46.8140449,-117.8818834,354,3
355,Collier Area Transit,CAT,Naples,FL,US,1207866,0,,1207866,26.1420358,-81.7948103,355,3
356,Cedar Rapid Transit,CRT,Cedar Rapids,IA,US,1202677,0,,1202677,41.9778795,-91.6656232,356,3
357,Rio Metro Regional Transit District,RMRTD,Albuquerque,NM,US,1198426,0,,1198426,35.110703,-106.609991,357,3
358,City of Monroe Transit System,MTS,Monroe,LA,US,1197172,0,,1197172,32.5093109,-92.1193012,358,3
359,Sioux City Transit System,SCTS,Sioux City,IA,US,1164277,0,,1164277,42.4999942,-96.4003069,359,3
360,La Crosse Municipal Tr Util,,La Crosse,WI,US,1152781,0,,1152781,43.8013556,-91.2395807,360,3
361,Yuba-Sutter Transit Authority,YSTA,Marysville,CA,US,1135754,0,,1135754,39.1457253,-121.5913547,361,3
362,City of Appleton - Valley Transit,,Appleton,WI,US,1133599,0,,1133599,44.2619309,-88.4153847,362,3
363,City of Corvallis,,Corvallis,OR,US,1131806,0,,1131806,44.5645659,-123.2620435,363,3
364,Topeka Metropolitan Transit Authority,TMTA,Topeka,KS,US,1127752,0,,1127752,39.0558235,-95.6890185,364,3
365,City of San Luis Obispo,,San Luis Obispo,CA,US,1118533,0,,1118533,35.2827524,-120.6596156,365,3
366,Santa Maria Area Transit,SMAT,Santa Maria,CA,US,1117366,0,,1117366,34.9530337,-120.4357191,366,3
367,Lakeland Area Mass Transit District,,Lakeland,FL,US,1104769,0,,1104769,28.0394654,-81.9498042,367,3
368,University of New Hampshire ,UNH UTS,Durham,NH,US,1094611,0,,1094611,43.1339545,-70.9264393,368,3
369,Wave Transit System,WTS,Mobile,AL,US,1090135,0,,1090135,30.6953657,-88.0398912,369,3
370,Metra Transit System,,Columbus,GA,US,1046455,0,,1046455,39.9611755,-82.9987942,370,3
371,Pueblo Transit System,PT,Pueblo,CO,US,1076700,0,,1076700,38.2544472,-104.6091409,371,3
372,Senior Resource Association. Inc.,SRA,Vero Beach,FL,US,1063465,0,,1063465,27.6386434,-80.3972736,372,3
373,Annapolis Department of Transportation,,Annapolis,MD,US,1047822,0,,1047822,38.9784453,-76.4921829,373,3
374,City of Rome Transit Department,,Rome,GA,US,1029272,0,,1029272,34.257038,-85.1646726,374,3
375,St. Albert Transit,StAT,St. Albert ,AB,CA,1026867,0,,1026867,53.6304753,-113.625642,375,3
376,Sioux Area Metro,SAM,Sioux Falls,SD,US,1026715,0,,1026715,43.5445959,-96.7311034,376,3
377,Eau Claire Transit,ECT,Eau Claire,WI,US,1022660,0,,1022660,44.811349,-91.4984941,377,3
378,Mesa County Regional Transportation Office,RTPO,Grand Junction,CO,US,1012220,0,,1012220,39.0638705,-108.5506486,378,3
379,Saginaw Transit System Auth,STARS,Saginaw,MI,US,1010600,0,,1010600,43.4194699,-83.9508068,379,3
380,Albany Transit System,ATS,Albany,GA,US,1006400,0,,1006400,31.5785074,-84.155741,380,3
381,Martz Trailways,,Wilkes Barre,PA,US,1004651,0,,1004651,41.2459149,-75.8813075,381,3
382,Santa Fe Trails,SFT,Santa Fe,NM,US,1000822,0,,1000822,35.6869752,-105.937799,382,3
383,City of Bangor - BAT Community Connector,BAT,Bangor,ME,US,1000000,0,,1000000,44.8011821,-68.7778138,383,3
384,Southwest Metro Transit ,,Eden Prairie,MN,US,999000,0,,999000,44.8546856,-93.470786,384,4
385,Montgomery Area Transit System,MATS,Montgomery,AL,US,997397,0,,997397,32.3668052,-86.2999689,385,4
386,Cleveland Area Rapid Transit,CART,Norman,OK,US,992737,0,,992737,35.2225668,-97.4394777,386,4
387,Plaquemines Parish Government,PPG,BelleChasse,LA,US,981739,0,,981739,29.8549287,-89.9906253,387,4
388,Howard Transit,,Ellicott City,MD,US,977668,0,,977668,39.2673283,-76.7983067,388,4
389,City of Fairfield - Fairfield and Sulsun Transit,,Fairfield,CA,US,976219,0,,976219,38.2493581,-122.0399663,389,4
390,City of Scottsdale,,Scottsdale,AZ,US,969574,0,,969574,33.4941704,-111.9260519,390,4
391,Oshkosh Transit System,OTS,Oshkosh,WI,US,967696,0,,967696,44.0247062,-88.5426136,391,4
392,Beaver County Transit Authority ,,Rochester,PA,US,965722,0,,965722,40.7022882,-80.2864509,392,4
393,Pasco County Public Transportation,PCPT,Port Richey,FL,US,956591,0,,956591,28.2716755,-82.7195451,393,4
394,Clallam Transit System,,Port Angeles,WA,US,956000,0,,956000,48.118146,-123.4307413,394,4
395,Casco Bay Island Transit District,CBITD,Portland,ME,US,0,939674,,939674,43.661471,-70.2553259,395,4
396,Macon-Bibb County Transit Authority,MTA,Macon,GA,US,926372,0,,926372,32.8406946,-83.6324022,396,4
397,Missoula Urban Transportation District,,Missoula,MT,US,924469,0,,924469,46.8625,-114.011667,397,4
398,City of Elk Grove,ETRAN,Elk Grove,CA,US,918858,0,,918858,38.4087993,-121.3716178,398,4
399,Blue Water Area TC,BWAT,Port Huron,MI,US,918263,0,,918263,42.9708634,-82.4249142,399,4
400,Waccamaw Regional Transportation Authority,,Conway,SC,US,916867,0,,916867,35.0886963,-92.4421011,400,4
401,San Luis Obispo Regional Transit Authority,SLORTA,San Luis Obispo,CA,US,910855,0,,910855,35.2827524,-120.6596156,401,4
402,Greater Attleboro-Taunton Regional Transit Authority,GATRA,Taunton,MA,US,908908,0,,908908,51.015344,-3.106849,402,4
403,City of Fairfax CUE Bus,,Fairfax,VA,US,907498,0,,907498,38.8462236,-77.3063733,403,4
404,Waco Transit System,,Waco,TX,US,905324,0,,905324,31.549333,-97.1466695,404,4
405,Housatonic Area Regional Transit,HART,Danbury,CT,US,903101,0,,903101,41.394817,-73.4540111,405,4
406,The Tri-State Transit Authority,TTA,Huntington,WV,US,899572,0,,899572,38.4192496,-82.445154,406,4
407,River Valley Metro Mass Transit District,RVMMTD,Bourbonnais,IL,US,895630,0,,895630,41.16504,-87.878486,407,4
408,Ventura Intercity Service Transit Authority,VISTA,Ventura,CA,US,869354,0,,869354,34.274646,-119.2290316,408,4
409,Clarksville Transit System,CTS,Clarksville,TN,US,866618,0,,866618,36.5297706,-87.3594528,409,4
410,Chelan-Douglas PTBA (Link Transit),,Wenatchee,WA,US,861913,0,,861913,47.4234599,-120.3103494,410,4
411,Connecticut Department of Transportation,CDOT,Newington,CT,US,226695,624172,,850867,41.6972996,-72.7228293,411,4
412,San Joaquin Regional Rail Commission,,Stockton,CA,US,0,850800,,850800,37.9577016,-121.2907796,412,4
413,Coast Transit Authority,CTA,Gulfport,MS,US,843678,0,,843678,30.3674198,-89.0928155,413,4
414,Merced County Transit,,Merced,CA,US,837815,0,,837815,37.3021632,-120.4829677,414,4
415,High Point Transit,HITRAN,High Point,NC,US,835706,0,,835706,35.9556923,-80.0053176,415,4
416,Maple Grove Transit System,,Maple Grove,MN,US,827673,0,,827673,45.0724642,-93.4557877,416,4
417,Transit Services of Frederick County,,Frederick,MD,US,826245,0,,826245,39.4142688,-77.4105409,417,4
418,South Tahoe Area Transit Authority (Tahoe Transportation District),,Stateline,NV,US,810300,0,,810300,38.9624079,-119.9399029,418,4
419,New Britain Transportation Company (for Connecticut DOT - New Britain),,Berlin,CT,US,809561,0,,809561,41.621488,-72.7456519,419,4
420,Greenville Transit Authority,GTA,Greenville,SC,US,800965,0,,800965,34.8526176,-82.3940104,420,4
421,Altamont Commuter Express,ACE,Stockton,CA,US,0,786947,,786947,37.9577016,-121.2907796,421,4
422,Placer County Department of Public Works,,Auburn,CA,US,776998,0,,776998,38.8965654,-121.0768901,422,4
423,Bay County Transportation Planning Organization,BTT,Penascola,FL,US,774384,0,,774384,30.421309,-87.2169149,423,4
424,Kings County Area Public Transit Agency,KART,Hanford,CA,US,771754,0,,771754,36.3274502,-119.6456844,424,4
425,Autonomous Municipality of Carolina,GMAC,Carolina,PR,US,759384,0,,759384,18.3807819,-65.9573872,425,4
426,County Commissioners of Charles County. MD,,Port Tobacco,MD,US,744516,0,,744516,38.5113836,-77.018833,426,4
427,City of Las Cruces-RoadRUNNER Transit,,Las Cruces,NM,US,740700,0,,740700,32.3199396,-106.7636538,427,4
428,San Francisco Bay Area Water Emergency Transportation Authority,WETA,San Francisco,CA,US,0,727693,,727693,37.7749295,-122.4194155,428,4
429,City of Alexandria,Atrans,Alexandria,LA,US,721745,0,,721745,38.8048355,-77.0469214,429,4
430,Augusta Richmond County Transit Department,APT,Augusta,GA,US,718432,0,,718432,33.4734978,-82.0105148,430,4
431,Redding Area Bus Authority,RABA,Redding,CA,US,712177,0,,712177,40.5865396,-122.3916754,431,4
432,Collins Bus Service,,Hartford,CT,US,710061,0,,710061,41.7637111,-72.6850932,432,4
433,Island Transit,IT,Galveston,TX,US,706000,0,,706000,29.3013479,-94.7976958,433,4
434,Muskegon Area TS,MATS,Muskegon Heights,MI,US,701700,0,,701700,43.2011264,-86.2389464,434,4
435,Centre Area Transp Auth,CATA,State College,PA,US,700890,0,,700890,40.7933949,-77.8600012,435,4
436,Skagit Transit,,Burlington,WA,US,697473,0,,697473,48.4756621,-122.3254375,436,4
437,Altoona Metro Transit,AMTRAN,Altoona,PA,US,683908,0,,683908,40.5186809,-78.3947359,437,4
438,Gary Public Transportation Corporation,GPTC,Gary,IN,US,680351,0,,680351,41.5933696,-87.3464271,438,4
439,Montachusett Area Regional Transit,MART,Fitchburg,MA,US,671364,0,,671364,42.5834228,-71.8022955,439,4
440,Johnson City Transity System,JCT,Johnson City,TN,US,666639,0,,666639,36.3134397,-82.3534727,440,4
441,Private Transportation Corporation,,Brooklyn,NY,US,665331,0,,665331,40.6781784,-73.9441579,441,4
442,City of Commerce Municipal Buslines,CBL,Commerce,CA,US,662900,0,,662900,35.0787629,-94.2629687,442,4
443,City of Jackson Transit System,JATRAN,Jackson,MS,US,660648,0,,660648,32.2987573,-90.1848103,443,4
444,Jackson Transit Authority,JTA,Jackson,TN,US,655043,0,,655043,32.2987573,-90.1848103,444,4
445,City of Danville / Danville Mass Transit ,DMT,Danville,IL,US,647836,0,,647836,37.8215929,-121.9999606,445,4
446,Laguna Beach Municipal Transit,CLB,Laguna Beach,CA,US,645298,0,,645298,33.5422475,-117.7831104,446,4
447,Chemung County Transit System,CTRAN,Elmira,NY,US,633294,0,,633294,42.0897965,-76.8077338,447,4
448,Imperial Valley Transit,,El Centro,CA,US,632920,0,,632920,32.792,-115.5630514,448,4
449,Wausau Area Transit System,WATS,Wausau,WI,US,631360,0,,631360,44.9591352,-89.6301221,449,4
450,Hill Country Transit District,,San Saba,TX,US,624855,0,,624855,31.1957234,-98.718098,450,4
451,Billings Metropolitan Transit,MET,Billings,MT,US,624251,0,,624251,45.7832856,-108.5006904,451,4
452,Monsey New Square Trails Corporation,,Sing Valley,NY,US,613941,0,,613941,41.1131514,-74.0437521,452,4
453,Coralville Transit System,CTS,Coralville,IA,US,611123,0,,611123,41.6822756,-91.5960643,453,4
454,Community Transit. Inc,,Paramus,NJ,US,587935,0,,587935,40.9445428,-74.0754189,454,4
455,Petersburg Area Transit,PAT,Petersburg,VA,US,0,0,,0,-23.8961708,29.4486263,455,4
456,Pennsylvania Department of Transportation (Keystone),,Harris-Philadelpia,PA,US,0,599100,,599100,40.090434,-75.1811731,456,4
457,Olympia Trails Bus Company. Inc.,,Elisabeth,NJ,US,580715,0,,580715,40.6639916,-74.2107006,457,4
458,Beaumont Municipal Transit System,BMTS,Beaumont,TX,US,572523,0,,572523,30.080174,-94.1265562,458,4
459,Bay Metro Transit Authority,,Bay City,MI,US,568511,0,,568511,43.5944677,-83.8888647,459,4
460,Westmoreland County Tr Auth,,Greensburg,PA,US,564478,0,,564478,37.6027963,-99.2926131,460,4
461,Rapid Transit System,,Rapid City,SD,US,563102,0,,563102,44.0805434,-103.2310149,461,4
462,Johnson County Transit,,Olathe,KS,US,562745,0,,562745,38.8813958,-94.8191285,462,4
463,Los Alamos County. Atomic City Transit ,,Los Alamos,NM,US,562226,0,,562226,35.8880796,-106.3069722,463,4
464,Berkshire Regional Transit Authority,BRTA,Pittsfield,MA,US,559520,0,,559520,42.4500845,-73.2453824,464,4
465,Northern NE Passenger Railroad Authority,,Portland,ME,US,0,555200,,555200,43.661471,-70.2553259,465,4
466,Piedmont Authority for Regional Transportation,PART,Greensboro,NC,US,551167,0,,551167,36.0726354,-79.7919754,466,4
467,Cape Cod Regional Transit Authority,CCRTA,Hyannis,MA,US,548047,0,,548047,41.6524911,-70.2881124,467,4
468,City of Bend. Bend Area Transit,BATS,Bend,OR,US,545765,0,,545765,44.0581728,-121.3153096,468,4
469,Bow Valley Regional Transit Services Commission,ROAM,Banff,AB,CA,545457,0,,545457,51.1783629,-115.5707694,469,4
470,City of Jackson Transportation Authority,JTA,Jackson,MI,US,545384,0,,545384,32.2987573,-90.1848103,470,4
471,Fredericksburg Regional Transit,FRED,Fredericksburg,VA,US,545330,0,,545330,38.3031837,-77.4605399,471,4
472,Battle Creek Transit,BCT,Battle Creek,MI,US,537122,0,,537122,42.3211522,-85.1797142,472,4
473,Rides Mass Transit District,,Harrisburg,IL,US,530849,0,,530849,40.2731911,-76.8867008,473,4
474,LAKETRAN,,Grand River,OH,US,530252,0,,530252,41.7361547,-81.2812144,474,4
475,Adirondack Transit Lines. Inc,,Hurley,NY,US,528550,0,,528550,41.9245368,-74.0612519,475,4
476,Northern New England Passenger Rail Authority,NNEPRA,Portland,ME,US,0,528282,,528282,45.5234515,-122.6762071,476,4
477,Polk County Transit Services Division,,Bartow,FL,US,525711,0,,525711,27.8964147,-81.8431374,477,4
478,Spartanburg Transit System,SPARTA,Spartanburg,SC,US,513526,0,,513526,34.9495672,-81.9320482,478,4
479,City of Union City Transit Division,UCT,Union City,CA,US,500513,0,,500513,37.5933918,-122.0438298,479,4
480,Eastern Sierra Transit,,Bishop,CA,US,497302,0,,497302,37.3614238,-118.3996636,480,4
481,Nashua Transit System,NTS,Nashua,NH,US,495617,0,,495617,42.7653662,-71.467566,481,4
482,City of Porterville,COLT,Porterville,CA,US,492714,0,,492714,36.06523,-119.0167679,482,4
483,Centro of Oswego. Inc.,,Syracuse,NY,US,488485,0,,488485,43.0481221,-76.1474244,483,4
484,Napa County Transportation Planning  Agency,NCTPA,Napa,CA,US,485000,0,,485000,38.2975381,-122.286865,484,4
485,Midland-Odessa Urban Transit District,,Odessa,TX,US,484021,0,,484021,31.8456816,-102.3676431,485,4
486,Shoreline Metro (formerly: Sheboygan Transit System),,Sheboygan,WI,US,483172,0,,483172,43.7508284,-87.71453,486,4
487,Cooperative Alliance for Seacoast Transit,COAST,Dover,NJ,US,477245,0,,477245,51.1278758,1.3134027,487,4
488,Metropolitan Transit Authority of Black Hawk County,MET,Waterloo,IA,US,476148,0,,476148,43.4642578,-80.5204096,488,4
489,Plymouth & Brockton Street Railway Company,PBSR,Plymouth,MA,US,472432,0,,472432,50.3754565,-4.1426565,489,4
490,Plymouth Metrolink and Dial-A-Ride ,,Plymouth,MN,US,458500,0,,458500,50.3754565,-4.1426565,490,4
491,Janesville Transit System,JTS,Janesville,WI,US,453149,0,,453149,42.6827885,-89.0187222,491,4
492,City of McAllen - Metro McAllen,,McAllen,TX,US,451900,0,,451900,26.2034071,-98.2300124,492,4
493,Vacaville City Coach,,Vacaville,CA,US,445831,0,,445831,38.3565773,-121.9877444,493,4
494,The University of Montana ASUM,,Missoula,MT,US,445565,0,,445565,46.8625,-114.011667,494,4
